household_ID,campaign_type,Strategy,RegionName.y,district,ward,village,sub_village,dog_total,number_dogs_seen,owner_recall_vacc,owner_recall_vacc_no,owner_recall_not_vacc_no,vacc_card_status,microchip_scanned_dogs_yes,microchip_scanned_dogs_no,vacc_dog_no_chip_status,dogs_vacc_cert,,variable,meaning
RCT1170,continuous,2,Mara,1,1,25,106,2,1,1,1,1,1,1,NA,no,1,,,
RCT0620,continuous,1,Mara,2,11,42,101,4,4,1,4,0,1,4,NA,no,4,,,
RCT0619,continuous,1,Mara,2,11,42,101,2,2,1,2,0,1,2,NA,no,2,,,
RCT0618,continuous,1,Mara,2,11,42,101,3,3,1,2,1,1,2,NA,no,2,,,
RCT0617,continuous,1,Mara,2,11,42,101,1,1,0,NA,1,,0,NA,,NA,,,
RCT0616,continuous,1,Mara,2,11,42,101,2,1,1,1,1,1,1,NA,no,1,,,
RCT0615,continuous,1,Mara,2,11,42,101,1,1,1,1,0,1,1,NA,no,1,,,
RCT0614,continuous,1,Mara,2,11,42,101,4,4,1,1,3,1,1,NA,no,1,,,
RCT0613,continuous,1,Mara,2,11,42,101,3,2,1,3,0,1,2,NA,no,3,,,
RCT0612,continuous,1,Mara,2,11,42,101,2,2,1,1,1,1,1,NA,no,1,,,
RCT0611,continuous,1,Mara,2,11,42,101,2,2,0,NA,2,,0,NA,,NA,,,
RCT0610,continuous,1,Mara,2,11,42,41,1,1,1,1,0,1,1,NA,no,1,,,
RCT0609,continuous,1,Mara,2,11,42,41,2,2,1,2,0,1,2,NA,no,2,,,
RCT0608,continuous,1,Mara,2,11,42,41,1,1,1,1,0,1,1,NA,no,1,,,
RCT0607,continuous,1,Mara,2,11,42,41,3,3,1,2,1,1,2,NA,no,2,,,
RCT0606,continuous,1,Mara,2,11,42,41,1,1,1,1,0,1,1,NA,no,1,,,
RCT0605,continuous,1,Mara,2,11,42,41,5,5,1,3,2,1,3,NA,no,3,,,
RCT0604,continuous,1,Mara,2,11,42,41,4,4,1,1,3,1,1,NA,no,1,,,
RCT0603,continuous,1,Mara,2,11,42,41,1,1,1,1,0,1,1,NA,no,1,,,
RCT0602,continuous,1,Mara,2,11,42,41,4,4,1,1,3,1,1,NA,no,1,,,
RCT0601,continuous,1,Mara,2,11,42,41,1,1,0,NA,1,,0,NA,,NA,,,
RCT0600,continuous,1,Mara,2,11,42,100,2,2,1,1,1,1,1,NA,no,1,,,
RCT0599,continuous,1,Mara,2,11,42,100,3,3,1,1,2,1,1,NA,no,1,,,
RCT0598,continuous,1,Mara,2,11,42,100,1,1,0,NA,1,,0,NA,,NA,,,
RCT0597,continuous,1,Mara,2,11,42,100,3,3,1,3,0,1,3,NA,no,3,,,
RCT0596,continuous,1,Mara,2,11,42,100,3,3,0,NA,3,,0,NA,,NA,,,
RCT0595,continuous,1,Mara,2,11,42,100,2,2,0,NA,2,,0,NA,,NA,,,
RCT0594,continuous,1,Mara,2,11,42,100,2,2,0,NA,2,,0,NA,,NA,,,
RCT0593,continuous,1,Mara,2,11,42,100,5,5,1,4,1,1,4,NA,no,4,,,
RCT0592,continuous,1,Mara,2,11,42,100,2,2,1,2,0,1,2,NA,no,2,,,
RCT0591,continuous,1,Mara,2,11,42,100,2,2,0,NA,2,,0,NA,,NA,,,
RCT0590,continuous,1,Mara,2,11,40,118,1,1,1,1,0,1,1,NA,no,1,,,
RCT0589,continuous,1,Mara,2,11,40,118,3,3,1,3,0,1,3,NA,no,3,,,
RCT0588,continuous,1,Mara,2,11,40,118,2,2,0,NA,2,,0,NA,,NA,,,
RCT0587,continuous,1,Mara,2,11,40,118,1,1,0,NA,1,,0,NA,,NA,,,
RCT0586,continuous,1,Mara,2,11,40,118,4,4,1,4,0,unknown,4,NA,no,4,,,
RCT0585,continuous,1,Mara,2,11,40,118,2,2,1,1,1,1,1,NA,no,1,,,
RCT0584,continuous,1,Mara,2,11,40,118,1,1,0,NA,1,,0,NA,,NA,,,
RCT0583,continuous,1,Mara,2,11,40,118,1,1,0,NA,1,,0,NA,,NA,,,
RCT0582,continuous,1,Mara,2,11,40,118,2,2,0,NA,2,,0,NA,,NA,,,
RCT0581,continuous,1,Mara,2,11,40,118,1,1,1,1,0,1,1,NA,no,0,,,
RCT0580,continuous,1,Mara,2,11,40,34,2,2,0,NA,2,,0,NA,,NA,,,
RCT0579,continuous,1,Mara,2,11,40,34,5,3,1,4,1,1,2,NA,no,4,,,
RCT0578,continuous,1,Mara,2,11,40,34,2,2,1,1,1,1,1,NA,no,1,,,
RCT0577,continuous,1,Mara,2,11,40,34,3,3,1,2,1,1,2,NA,no,2,,,
RCT0576,continuous,1,Mara,2,11,40,34,2,2,1,2,0,1,2,NA,no,2,,,
RCT0575,continuous,1,Mara,2,11,40,34,2,2,1,2,0,1,2,NA,no,2,,,
RCT0574,continuous,1,Mara,2,11,40,34,2,2,1,2,0,1,2,NA,no,2,,,
RCT0573,continuous,1,Mara,2,11,40,34,5,5,1,5,0,1,5,NA,no,4,,,
RCT0572,continuous,1,Mara,2,11,40,34,1,1,0,NA,1,,0,NA,,NA,,,
RCT0571,continuous,1,Mara,2,11,40,34,1,1,1,1,0,1,1,NA,no,1,,,
RCT1196,continuous,2,Mara,1,1,25,63,3,3,0,NA,3,,0,NA,,NA,,,
RCT1197,continuous,2,Mara,1,1,25,63,1,1,1,1,0,1,1,NA,no,1,,,
RCT1198,continuous,2,Mara,1,1,25,63,1,1,1,1,0,1,1,NA,no,1,,,
RCT1199,continuous,2,Mara,1,1,25,63,2,2,1,2,0,1,2,NA,no,2,,,
RCT1200,continuous,2,Mara,1,1,25,63,1,1,1,1,0,1,1,NA,no,1,,,
RCT1201,continuous,2,Mara,1,1,25,63,2,2,0,NA,2,,0,NA,,NA,,,
RCT1193,continuous,2,Mara,1,1,25,63,1,1,1,1,0,1,1,NA,no,1,,,
RCT1192,continuous,2,Mara,1,1,25,63,3,3,1,3,0,1,3,NA,no,3,,,
RCT1191,continuous,2,Mara,1,1,25,63,1,1,1,1,0,1,1,NA,no,1,,,
RCT1190,continuous,2,Mara,1,1,25,63,1,1,1,1,0,1,1,NA,no,1,,,
RCT1189,continuous,2,Mara,1,1,25,131,1,1,0,NA,1,,0,NA,,NA,,,
RCT1188,continuous,2,Mara,1,1,25,131,1,1,0,NA,1,,0,NA,,NA,,,
RCT1187,continuous,2,Mara,1,1,25,131,1,1,1,1,0,1,1,NA,no,0,,,
RCT1186,continuous,2,Mara,1,1,25,131,1,0,1,1,0,1,0,NA,no,1,,,
RCT1185,continuous,2,Mara,1,1,25,131,1,1,1,1,0,1,1,NA,no,1,,,
RCT1184,continuous,2,Mara,1,1,25,131,1,1,1,1,0,1,1,NA,no,1,,,
RCT1183,continuous,2,Mara,1,1,25,131,2,0,1,2,0,1,0,NA,no,2,,,
RCT1182,continuous,2,Mara,1,1,25,131,2,1,1,1,1,1,1,NA,no,1,,,
RCT1181,continuous,2,Mara,1,1,25,131,2,1,1,1,1,1,1,NA,no,1,,,
RCT1180,continuous,2,Mara,1,1,25,131,2,0,1,2,0,1,0,NA,no,2,,,
RCT1211,continuous,2,Mara,1,1,31,79,2,2,unknown,NA,2,,0,NA,,NA,,,
RCT1210,continuous,2,Mara,1,1,31,79,1,1,0,NA,1,,0,NA,,NA,,,
RCT1209,continuous,2,Mara,1,1,31,79,2,2,0,NA,0,,0,NA,,NA,,,
RCT1208,continuous,2,Mara,1,1,31,79,1,1,0,NA,1,,0,NA,,NA,,,
RCT1207,continuous,2,Mara,1,1,31,79,3,3,1,2,1,1,1,NA,no,2,,,
RCT1206,continuous,2,Mara,1,1,31,79,2,2,1,1,1,1,1,NA,no,1,,,
RCT1205,continuous,2,Mara,1,1,31,79,4,4,0,NA,4,,0,NA,,NA,,,
RCT1204,continuous,2,Mara,1,1,31,79,1,1,1,1,0,1,1,NA,no,1,,,
RCT1203,continuous,2,Mara,1,1,31,79,3,1,1,2,3,1,0,NA,no,2,,,
RCT1202,continuous,2,Mara,1,1,31,79,1,1,1,1,0,1,1,NA,no,1,,,
RCT0501,continuous,3,Mara,1,9,39,129,1,1,1,1,0,1,1,NA,no,1,,,
RCT0529,continuous,3,Mara,1,9,39,130,3,3,1,1,2,1,1,NA,no,1,,,
RCT0528,continuous,3,Mara,1,9,39,130,1,1,1,1,0,1,1,NA,no,1,,,
RCT0527,continuous,3,Mara,1,9,39,130,4,4,1,2,2,1,2,NA,no,2,,,
RCT0526,continuous,3,Mara,1,9,39,130,1,1,1,1,0,0,1,NA,no,0,,,
RCT0525,continuous,3,Mara,1,9,39,130,2,2,0,NA,2,,0,NA,,NA,,,
RCT0524,continuous,3,Mara,1,9,39,130,2,2,1,2,0,1,2,NA,no,2,,,
RCT0523,continuous,3,Mara,1,9,39,130,1,1,1,1,0,1,1,NA,no,1,,,
RCT0522,continuous,3,Mara,1,9,39,130,1,1,1,1,0,1,1,NA,no,1,,,
RCT0521,continuous,3,Mara,1,9,39,130,1,1,1,1,0,0,1,NA,no,0,,,
RCT0540,continuous,3,Mara,1,9,37,103,2,1,0,NA,2,,0,NA,,NA,,,
RCT0539,continuous,3,Mara,1,9,37,103,2,1,0,NA,2,,0,NA,,NA,,,
RCT0538,continuous,3,Mara,1,9,37,103,1,1,1,1,0,0,1,NA,no,0,,,
RCT0537,continuous,3,Mara,1,9,37,103,1,1,0,NA,1,,0,NA,,NA,,,
RCT0536,continuous,3,Mara,1,9,37,103,2,2,0,NA,2,,0,NA,,NA,,,
RCT0535,continuous,3,Mara,1,9,37,103,1,1,1,1,0,1,1,NA,no,1,,,
RCT0534,continuous,3,Mara,1,9,37,103,1,1,0,NA,1,,0,NA,,NA,,,
RCT0533,continuous,3,Mara,1,9,37,103,2,2,0,NA,2,,0,NA,,NA,,,
RCT0532,continuous,3,Mara,1,9,37,103,1,1,1,1,0,1,1,NA,no,1,,,
RCT0531,continuous,3,Mara,1,9,37,103,1,1,1,1,0,1,1,NA,no,1,,,
RCT0550,continuous,3,Mara,1,9,37,123,3,2,1,2,1,1,1,NA,no,2,,,
RCT0548,continuous,3,Mara,1,9,37,123,4,3,1,3,1,1,2,1,yes,3,,,
RCT0547,continuous,3,Mara,1,9,37,123,2,2,1,1,1,1,1,NA,no,1,,,
RCT0546,continuous,3,Mara,1,9,37,123,3,1,1,1,2,1,0,NA,no,1,,,
RCT0545,continuous,3,Mara,1,9,37,123,2,2,1,1,1,1,1,NA,no,1,,,
RCT0544,continuous,3,Mara,1,9,37,123,2,2,0,NA,0,,0,NA,,NA,,,
RCT0543,continuous,3,Mara,1,9,37,123,2,2,0,NA,2,,0,NA,,NA,,,
RCT0542,continuous,3,Mara,1,9,37,123,1,1,0,NA,1,,0,NA,,NA,,,
RCT0541,continuous,3,Mara,1,9,37,123,2,2,1,2,0,1,2,NA,no,2,,,
RCT0560,continuous,3,Mara,1,9,37,45,1,1,0,NA,1,,0,NA,,NA,,,
RCT0559,continuous,3,Mara,1,9,37,45,1,1,0,NA,1,,0,NA,,NA,,,
RCT0558,continuous,3,Mara,1,9,37,45,3,2,1,2,1,1,2,NA,no,2,,,
RCT0557,continuous,3,Mara,1,9,37,45,1,1,0,NA,1,,0,NA,,NA,,,
RCT0556,continuous,3,Mara,1,9,37,45,1,1,1,1,0,1,1,NA,no,1,,,
RCT0555,continuous,3,Mara,1,9,37,45,1,1,1,1,0,1,1,NA,no,1,,,
RCT0554,continuous,3,Mara,1,9,37,45,1,1,1,1,0,1,1,NA,no,1,,,
RCT0553,continuous,3,Mara,1,9,37,45,1,1,0,NA,1,,0,NA,,NA,,,
RCT0552,continuous,3,Mara,1,9,37,45,2,1,1,1,1,1,0,1,yes,1,,,
RCT0551,continuous,3,Mara,1,9,37,45,1,1,0,NA,1,,0,NA,,NA,,,
RCT0570,continuous,1,Mara,2,11,40,33,3,3,1,1,2,1,1,NA,no,1,,,
RCT0569,continuous,1,Mara,2,11,40,33,1,1,1,1,0,1,1,NA,no,1,,,
RCT0568,continuous,1,Mara,2,11,40,33,1,1,1,2,0,1,1,NA,no,2,,,
RCT0567,continuous,1,Mara,2,11,40,33,1,1,1,1,0,1,1,NA,no,1,,,
RCT0566,continuous,1,Mara,2,11,40,33,1,1,0,NA,1,,0,NA,,NA,,,
RCT0565,continuous,1,Mara,2,11,40,33,2,2,1,1,1,1,1,NA,no,1,,,
RCT0564,continuous,1,Mara,2,11,40,33,2,2,1,1,1,1,1,NA,no,1,,,
RCT0563,continuous,1,Mara,2,11,40,33,1,1,1,2,0,1,1,NA,no,2,,,
RCT0562,continuous,1,Mara,2,11,40,33,2,2,1,3,0,1,2,NA,no,3,,,
RCT0561,continuous,1,Mara,2,11,40,33,2,2,1,1,1,1,1,NA,no,1,,,
RCT0630,continuous,1,Mara,2,11,43,68,1,1,1,1,0,1,1,NA,no,1,,,
RCT0629,continuous,1,Mara,2,11,43,68,1,1,1,1,0,1,1,NA,no,1,,,
RCT0628,continuous,1,Mara,2,11,43,68,3,3,1,2,1,1,2,NA,no,2,,,
RCT0627,continuous,1,Mara,2,11,43,68,2,2,1,2,0,1,2,NA,no,2,,,
RCT0626,continuous,1,Mara,2,11,43,68,2,2,1,2,0,1,2,NA,no,2,,,
RCT0625,continuous,1,Mara,2,11,43,68,2,2,0,NA,2,,0,NA,,NA,,,
RCT0624,continuous,1,Mara,2,11,43,68,1,1,1,1,0,1,1,NA,no,1,,,
RCT0623,continuous,1,Mara,2,11,43,68,2,2,0,NA,2,,0,NA,,NA,,,
RCT0622,continuous,1,Mara,2,11,43,68,3,4,1,3,1,1,3,NA,no,3,,,
RCT0621,continuous,1,Mara,2,11,43,68,4,4,1,2,2,unknown,2,NA,no,2,,,
RCT0640,continuous,1,Mara,2,11,43,1,2,2,1,2,0,1,2,NA,no,2,,,
RCT0639,continuous,1,Mara,2,11,43,1,1,1,1,1,0,1,0,1,yes,1,,,
RCT0638,continuous,1,Mara,2,11,43,1,3,3,1,2,1,1,2,NA,no,2,,,
RCT0637,continuous,1,Mara,2,11,43,1,1,1,0,NA,1,,0,NA,,NA,,,
RCT0636,continuous,1,Mara,2,11,43,1,5,5,1,4,1,1,4,NA,no,4,,,
RCT0635,continuous,1,Mara,2,11,43,1,4,4,1,2,2,1,2,NA,no,2,,,
RCT0634,continuous,1,Mara,2,11,43,1,2,2,1,1,1,1,1,NA,no,1,,,
RCT0633,continuous,1,Mara,2,11,43,1,1,1,1,1,0,1,1,NA,no,1,,,
RCT0632,continuous,1,Mara,2,11,43,1,1,1,0,NA,1,,0,NA,,NA,,,
RCT0631,continuous,1,Mara,2,11,43,1,2,2,1,1,1,unknown,1,NA,no,0,,,
RCT0650,continuous,1,Mara,2,11,43,37,2,2,1,2,0,1,2,NA,no,2,,,
RCT0649,continuous,1,Mara,2,11,43,37,3,3,0,NA,3,,0,NA,,NA,,,
RCT0648,continuous,1,Mara,2,11,43,37,2,2,0,NA,2,,0,NA,,NA,,,
RCT0647,continuous,1,Mara,2,11,43,37,3,3,1,1,2,1,1,NA,no,1,,,
RCT0646,continuous,1,Mara,2,11,43,37,2,2,1,1,1,1,1,NA,no,1,,,
RCT0645,continuous,1,Mara,2,11,43,37,2,2,0,NA,2,,0,NA,,NA,,,
RCT0644,continuous,1,Mara,2,11,43,37,1,1,0,NA,0,,0,NA,,NA,,,
RCT0643,continuous,1,Mara,2,11,43,37,2,2,1,2,0,1,2,NA,no,2,,,
RCT0642,continuous,1,Mara,2,11,43,37,3,3,0,NA,3,,0,NA,,NA,,,
RCT0641,continuous,1,Mara,2,11,43,37,3,3,1,2,1,1,2,NA,no,2,,,
RCT1221,continuous,2,Mara,1,1,31,22,1,1,1,1,0,1,1,NA,no,1,,,
RCT1220,continuous,2,Mara,1,1,31,22,1,1,1,1,0,1,1,NA,no,1,,,
RCT1219,continuous,2,Mara,1,1,31,22,1,1,1,1,0,1,1,NA,no,1,,,
RCT1218,continuous,2,Mara,1,1,31,22,1,1,1,1,0,1,1,NA,no,1,,,
RCT1217,continuous,2,Mara,1,1,31,22,1,1,1,1,0,1,1,NA,no,1,,,
RCT1216,continuous,2,Mara,1,1,31,22,3,3,1,1,2,1,1,NA,no,1,,,
RCT1214,continuous,2,Mara,1,1,31,22,1,1,0,NA,1,,0,NA,,NA,,,
RCT1213,continuous,2,Mara,1,1,31,22,2,2,1,1,1,1,1,NA,no,1,,,
RCT1211,continuous,2,Mara,1,1,31,22,1,1,1,1,0,1,1,NA,no,1,,,
RCT1231,continuous,2,Mara,1,1,31,113,2,2,1,2,0,1,2,NA,no,2,,,
RCT1230,continuous,2,Mara,1,1,31,113,2,2,1,2,0,1,2,NA,no,2,,,
RCT1229,continuous,2,Mara,1,1,31,113,1,1,0,NA,1,,0,NA,,NA,,,
RCT1228,continuous,2,Mara,1,1,31,113,1,2,1,1,0,1,1,NA,no,1,,,
RCT1227,continuous,2,Mara,1,1,31,113,1,1,1,1,0,1,1,NA,no,1,,,
RCT1226,continuous,2,Mara,1,1,31,113,4,4,1,4,0,1,4,NA,no,4,,,
RCT1225,continuous,2,Mara,1,1,31,113,1,1,1,1,0,1,1,NA,no,1,,,
RCT1224,continuous,2,Mara,1,1,31,113,1,1,1,1,0,1,1,NA,no,1,,,
RCT1223,continuous,2,Mara,1,1,31,113,2,2,1,2,0,1,1,NA,no,1,,,
RCT1222,continuous,2,Mara,1,1,31,113,2,2,1,2,0,1,2,NA,no,2,,,
RCT0670,continuous,1,Mara,2,11,38,49,5,5,1,3,2,1,3,NA,no,3,,,
RCT0669,continuous,1,Mara,2,11,38,49,2,2,0,NA,2,,0,NA,,NA,,,
RCT0668,continuous,1,Mara,2,11,38,49,1,1,0,NA,1,,0,NA,,NA,,,
RCT0667,continuous,1,Mara,2,11,38,49,1,1,1,1,0,1,1,NA,no,1,,,
RCT0666,continuous,1,Mara,2,11,38,49,2,2,0,NA,2,,0,NA,,NA,,,
RCT0665,continuous,1,Mara,2,11,38,49,2,2,1,2,0,1,2,NA,no,2,,,
RCT0664,continuous,1,Mara,2,11,38,49,1,1,1,1,0,1,1,NA,no,1,,,
RCT0663,continuous,1,Mara,2,11,38,49,4,4,0,NA,4,,0,NA,,NA,,,
RCT0662,continuous,1,Mara,2,11,38,49,3,3,0,NA,3,,0,NA,,NA,,,
RCT0661,continuous,1,Mara,2,11,38,49,5,5,0,NA,5,,0,NA,,NA,,,
RCT0660,continuous,1,Mara,2,11,38,35,3,3,0,NA,3,,0,NA,,NA,,,
RCT0659,continuous,1,Mara,2,11,38,35,2,2,0,NA,2,,0,NA,,NA,,,
RCT0658,continuous,1,Mara,2,11,38,35,4,4,0,NA,4,,8,NA,,NA,,,
RCT0657,continuous,1,Mara,2,11,38,35,11,11,1,1,10,unknown,1,NA,no,0,,,
RCT0656,continuous,1,Mara,2,11,38,35,3,3,0,NA,3,,0,NA,,NA,,,
RCT0655,continuous,1,Mara,2,11,38,35,6,6,1,4,2,1,4,NA,no,4,,,
RCT0654,continuous,1,Mara,2,11,38,35,3,3,1,2,1,1,2,NA,no,2,,,
RCT0653,continuous,1,Mara,2,11,38,35,3,3,1,3,0,1,3,NA,no,3,,,
RCT0652,continuous,1,Mara,2,11,38,35,4,4,1,1,3,1,1,NA,no,1,,,
RCT0651,continuous,1,Mara,2,11,38,35,2,2,1,2,0,unknown,2,NA,no,2,,,
RCT0070,continuous,2,Mara,0,5,9,69,1,1,0,NA,1,,0,NA,,NA,,,
RCT0090,continuous,2,Mara,0,5,9,96,4,4,1,1,3,1,1,NA,no,1,,,
RCT0069,continuous,2,Mara,0,5,9,69,3,2,1,3,0,1,3,NA,no,3,,,
RCT0089,continuous,2,Mara,0,5,9,96,2,2,1,2,0,1,2,NA,no,2,,,
RCT0068,continuous,2,Mara,0,5,9,69,1,1,1,1,0,1,1,NA,no,1,,,
RCT0088,continuous,2,Mara,0,5,9,96,2,1,1,2,0,1,2,NA,no,2,,,
RCT0067,continuous,2,Mara,0,5,9,69,1,0,0,NA,1,,0,NA,,NA,,,
RCT0087,continuous,2,Mara,0,5,9,96,1,1,1,1,0,1,1,NA,no,1,,,
RCT0066,continuous,2,Mara,0,5,9,69,2,0,1,1,1,1,1,NA,no,1,,,
RCT0065,continuous,2,Mara,0,5,9,69,4,0,1,4,0,1,0,NA,no,4,,,
RCT0064,continuous,2,Mara,0,5,9,69,1,1,1,1,0,1,0,NA,no,1,,,
RCT0063,continuous,2,Mara,0,5,9,69,2,2,0,NA,2,,0,NA,,NA,,,
RCT0062,continuous,2,Mara,0,5,9,69,5,0,1,4,1,1,4,NA,no,1,,,
RCT0086,continuous,2,Mara,0,5,9,96,1,1,1,1,0,1,1,NA,no,1,,,
RCT0085,continuous,2,Mara,0,5,9,96,4,2,1,3,1,1,3,NA,no,3,,,
RCT0084,continuous,2,Mara,0,5,9,96,1,1,1,1,0,1,1,NA,no,1,,,
RCT0083,continuous,2,Mara,0,5,9,96,1,1,1,1,0,1,1,NA,no,1,,,
RCT0082,continuous,2,Mara,0,5,9,96,2,2,0,NA,2,,0,NA,,NA,,,
RCT0061,continuous,2,Mara,0,5,9,69,1,0,1,1,1,1,0,NA,no,1,,,
RCT0080,continuous,2,Mara,0,5,9,9,1,1,1,1,0,1,1,NA,no,1,,,
RCT0079,continuous,2,Mara,0,5,9,9,2,1,1,1,1,1,1,NA,no,1,,,
RCT0078,continuous,2,Mara,0,5,9,9,3,0,0,NA,3,,0,NA,,NA,,,
RCT0081,continuous,2,Mara,0,5,9,96,1,1,1,1,0,1,1,NA,no,1,,,
RCT0077,continuous,2,Mara,0,5,9,9,4,1,1,1,3,1,1,NA,no,1,,,
RCT0076,continuous,2,Mara,0,5,9,9,2,1,1,1,1,1,1,NA,no,1,,,
RCT0075,continuous,2,Mara,0,5,9,9,3,3,1,3,0,1,3,NA,no,3,,,
RCT0074,continuous,2,Mara,0,5,9,9,2,2,0,NA,2,,0,NA,,NA,,,
RCT0073,continuous,2,Mara,0,5,9,9,2,1,1,1,1,1,1,NA,no,1,,,
RCT0072,continuous,2,Mara,0,5,9,9,1,1,1,1,0,1,0,NA,no,1,,,
RCT0071,continuous,2,Mara,0,5,9,9,2,0,1,2,0,1,2,NA,no,2,,,
RCT0690,continuous,2,Mara,2,8,45,68,1,1,0,NA,1,,0,NA,,NA,,,
RCT0689,continuous,2,Mara,2,8,45,68,1,1,0,NA,1,,0,NA,,NA,,,
RCT0688,continuous,2,Mara,2,8,45,68,1,1,1,1,0,1,1,NA,no,1,,,
RCT0687,continuous,2,Mara,2,8,45,68,2,2,0,NA,2,,0,NA,,NA,,,
RCT0686,continuous,2,Mara,2,8,45,68,1,1,1,1,0,1,1,NA,no,1,,,
RCT0685,continuous,2,Mara,2,8,45,68,3,3,1,3,0,1,3,NA,no,3,,,
RCT0684,continuous,2,Mara,2,8,45,68,2,2,1,2,0,1,2,NA,no,2,,,
RCT0683,continuous,2,Mara,2,8,45,68,3,3,1,1,2,1,1,NA,no,1,,,
RCT0682,continuous,2,Mara,2,8,45,68,4,4,1,2,2,1,2,NA,no,2,,,
RCT0681,continuous,2,Mara,2,8,45,68,2,2,0,NA,2,,0,NA,,NA,,,
RCT0680,continuous,1,Mara,2,11,38,115,5,5,1,3,2,1,3,NA,no,3,,,
RCT0679,continuous,1,Mara,2,11,38,115,2,2,1,2,0,1,2,NA,no,2,,,
RCT0678,continuous,1,Mara,2,11,38,115,3,3,0,NA,3,,0,NA,,NA,,,
RCT0700,continuous,2,Mara,2,8,45,3,2,2,1,2,0,1,2,NA,no,2,,,
RCT0699,continuous,2,Mara,2,8,45,3,4,4,1,4,0,1,4,NA,no,4,,,
RCT0698,continuous,2,Mara,2,8,45,3,1,1,1,1,0,1,1,NA,no,1,,,
RCT0697,continuous,2,Mara,2,8,45,3,4,4,1,2,2,1,2,NA,no,2,,,
