sex_respondent,age_respondent,dog_total,campaign_type,Strategy,ward_rorya,village_rorya,subvillage_rorya,dog_vacc_status,dogs_yes_vacc,dogs_no_vacc,vacc_card_status,number_dogs_seen,microchip_scanned_dogs_yes,microchip_scanned_dogs_no,vacc_dog_no_chip_status,dogs_vacc_cert
female,30,1,continuous,2,Nyanungu,"Nyamombara,Nyamombara","Nyanungu,Nyanungu",yes_vacc,1,0,yes_card,1,1,NA,no,1
male,20,4,continuous,2,Nyanungu,"Nyamombara,Nyamombara","Nyanungu,Nyanungu",yes_vacc,3,1,yes_card,2,3,NA,no,3
male,78,1,continuous,2,Nyanungu,"Nyamombara,Nyamombara","Nyanungu,Nyanungu",yes_vacc,1,0,yes_card,1,1,NA,no,1
female,30,1,continuous,2,Nyanungu,"Nyamombara,Nyamombara","Nyanungu,Nyanungu",yes_vacc,1,0,yes_card,1,1,NA,no,1
male,21,2,continuous,2,Nyanungu,"Nyamombara,Nyamombara","Nyanungu,Nyanungu",no_vacc,NA,2,,2,0,NA,,NA
male,44,1,continuous,2,Nyanungu,"Nyamombara,Nyamombara","Mumwamu,Mumwamu",yes_vacc,1,1,yes_card,0,0,NA,no,1
male,18,1,continuous,2,Nyanungu,"Nyamombara,Nyamombara","Getena,Getena",yes_vacc,1,0,yes_card,1,1,NA,no,1
female,NA,2,continuous,2,Nyanungu,"Nyamombara,Nyamombara","Getena,Getena",yes_vacc,1,1,yes_card,1,1,NA,no,1
female,46,3,continuous,2,Nyanungu,"Nyamombara,Nyamombara","Getena,Getena",no_vacc,NA,3,,0,0,NA,,NA
male,45,1,continuous,2,Nyanungu,"Nyamombara,Nyamombara","Nyanungu,Nyanungu",yes_vacc,1,0,yes_card,1,1,NA,no,1
male,48,4,continuous,2,Nyanungu,"Nyamombara,Nyamombara","Getena,Getena",yes_vacc,1,3,yes_card,1,1,NA,no,1
female,NA,2,continuous,2,Nyanungu,"Nyamombara,Nyamombara","Getena,Getena",yes_vacc,1,1,yes_card,1,1,NA,no,1
male,18,3,continuous,2,Nyanungu,"Nyamombara,Nyamombara","Getena,Getena",yes_vacc,3,0,yes_card,3,3,NA,no,3
male,NA,2,continuous,2,Nyanungu,"Nyamombara,Nyamombara","Getena,Getena",no_vacc,NA,2,,2,0,NA,,NA
female,NA,2,continuous,2,Nyanungu,"Nyamombara,Nyamombara","Getena,Getena",yes_vacc,1,1,yes_card,1,1,NA,no,1
female,38,1,continuous,2,Nyanungu,"Nyamombara,Nyamombara","Getena,Getena",yes_vacc,1,0,yes_card,1,0,NA,no,1
female,28,2,continuous,2,Nyanungu,"Nyamombara,Nyamombara","Getena,Getena",yes_vacc,2,0,yes_card,0,2,NA,no,2
female,21,1,continuous,2,Sirorisimba,Sirorisimba,Mtukula,no_vacc,NA,1,,1,0,NA,,NA
female,38,1,continuous,2,Sirorisimba,Sirorisimba,Mtukula,no_vacc,NA,1,,1,0,NA,,NA
female,28,1,continuous,2,Sirorisimba,Sirorisimba,Mtukula,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,41,2,continuous,2,Sirorisimba,Sirorisimba,Mtukula,no_vacc,NA,2,,2,0,NA,,NA
female,35,1,continuous,2,Sirorisimba,Sirorisimba,Mtukula,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,62,3,continuous,2,Sirorisimba,Sirorisimba,Mtukula,yes_vacc,3,0,yes_card,3,3,NA,no,3
female,62,2,continuous,2,Sirorisimba,Sirorisimba,Mtukula,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,38,3,continuous,2,Sirorisimba,Sirorisimba,Mtukula,yes_vacc,1,2,yes_card,3,1,NA,no,1
male,52,4,continuous,2,Sirorisimba,Sirorisimba,Mtukula,yes_vacc,2,2,yes_card,4,2,NA,no,2
male,20,2,continuous,2,Sirorisimba,Sirorisimba,Mtukula,no_vacc,NA,2,,2,0,NA,,NA
female,70,5,continuous,1,Buswahili,Baranga,Senta A,yes_vacc,3,2,yes_card,5,3,NA,no,3
male,27,2,continuous,1,Buswahili,Baranga,Senta A,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,29,3,continuous,1,Buswahili,Baranga,Senta A,no_vacc,NA,3,,3,0,NA,,NA
female,102,2,continuous,2,Sirorisimba,Sirorisimba,Bitotoni,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,30,4,continuous,2,Sirorisimba,Sirorisimba,Bitotoni,yes_vacc,4,0,yes_card,4,4,NA,no,4
male,23,1,continuous,2,Sirorisimba,Sirorisimba,Bitotoni,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,20,4,continuous,2,Sirorisimba,Sirorisimba,Bitotoni,yes_vacc,2,2,yes_card,4,2,NA,no,2
female,43,1,continuous,2,Sirorisimba,Sirorisimba,Bitotoni,no_vacc,NA,1,,1,0,NA,,NA
female,30,4,continuous,2,Sirorisimba,Sirorisimba,Bitotoni,yes_vacc,4,0,yes_card,4,4,NA,no,4
female,22,3,continuous,2,Sirorisimba,Sirorisimba,Bitotoni,yes_vacc,1,2,yes_card,3,1,NA,no,1
female,32,1,continuous,2,Sirorisimba,Sirorisimba,Bitotoni,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,35,2,continuous,2,Sirorisimba,Sirorisimba,Bitotoni,yes_vacc,1,1,yes_card,2,1,NA,no,1
female,32,4,continuous,2,Sirorisimba,Sirorisimba,Bitotoni,no_vacc,NA,4,,4,0,NA,,NA
male,65,2,continuous,2,Sirorisimba,Sirorisimba,Senta B,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,47,1,continuous,2,Sirorisimba,Sirorisimba,Senta B,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,20,3,continuous,2,Sirorisimba,Sirorisimba,Senta B,yes_vacc,3,0,yes_card,3,3,NA,no,3
female,20,2,continuous,2,Sirorisimba,Sirorisimba,Senta B,yes_vacc,1,1,yes_card,2,1,NA,no,1
female,52,4,continuous,2,Sirorisimba,Sirorisimba,Senta B,yes_vacc,3,1,yes_card,4,3,NA,no,4
female,20,3,continuous,2,Sirorisimba,Sirorisimba,Senta B,yes_vacc,1,2,yes_card,3,1,NA,no,1
female,20,3,continuous,2,Sirorisimba,Sirorisimba,Senta B,yes_vacc,1,2,yes_card,3,1,NA,no,1
male,20,1,continuous,2,Sirorisimba,Sirorisimba,Senta B,no_vacc,NA,1,,1,0,NA,,NA
male,39,1,continuous,2,Sirorisimba,Sirorisimba,Senta B,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,40,3,continuous,2,Sirorisimba,Sirorisimba,Senta B,yes_vacc,2,1,yes_card,3,2,NA,no,2
female,28,2,continuous,2,Sirorisimba,Nyambili,Majengo,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,20,3,continuous,2,Sirorisimba,Nyambili,Majengo,yes_vacc,3,0,yes_card,3,3,NA,no,3
male,58,1,continuous,2,Sirorisimba,Nyambili,Majengo,no_vacc,NA,1,,1,0,NA,,NA
male,23,1,continuous,2,Sirorisimba,Nyambili,Majengo,no_vacc,NA,1,,1,0,NA,,NA
male,54,2,continuous,2,Sirorisimba,Nyambili,Majengo,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,42,2,continuous,2,Sirorisimba,Nyambili,Majengo,no_vacc,NA,2,,2,0,NA,,NA
male,25,2,continuous,2,Sirorisimba,Nyambili,Majengo,no_vacc,NA,2,,2,0,NA,,NA
female,50,3,continuous,2,Sirorisimba,Nyambili,Majengo,no_vacc,NA,3,,3,0,NA,,NA
female,50,2,continuous,2,Sirorisimba,Nyambili,Majengo,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,25,3,continuous,2,Sirorisimba,Nyambili,Majengo,yes_vacc,2,1,yes_card,3,2,NA,no,2
female,45,1,continuous,2,Sirorisimba,Nyambili,Nyandewa,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,59,1,continuous,2,Sirorisimba,Nyambili,Nyandewa,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,39,2,continuous,2,Sirorisimba,Nyambili,Nyandewa,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,56,3,continuous,2,Sirorisimba,Nyambili,Nyandewa,yes_vacc,1,2,yes_card,2,1,NA,no,1
female,39,4,continuous,2,Sirorisimba,Nyambili,Nyandewa,yes_vacc,4,0,yes_card,4,4,NA,no,4
female,31,1,continuous,2,Sirorisimba,Nyambili,Nyandewa,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,20,2,continuous,2,Sirorisimba,Nyambili,Nyandewa,yes_vacc,1,1,yes_card,2,1,NA,no,1
male,34,5,continuous,2,Sirorisimba,Nyambili,Nyandewa,yes_vacc,1,4,yes_card,5,1,NA,no,1
male,32,2,continuous,2,Sirorisimba,Nyambili,Nyandewa,yes_vacc,1,1,yes_card,2,1,NA,no,1
male,32,2,continuous,2,Sirorisimba,Nyambili,Nyandewa,yes_vacc,1,1,yes_card,2,1,NA,no,1
female,69,3,continuous,2,Nyanungu,Kegonga,Kwibate,yes_vacc,3,0,yes_card,3,3,NA,no,3
male,20,1,continuous,2,Nyanungu,Kegonga,Kwibate,yes_vacc,1,0,yes_card,0,0,NA,no,1
female,27,2,continuous,2,Nyanungu,Kegonga,Kwibate,yes_vacc,1,1,yes_card,2,1,NA,no,1
female,68,1,continuous,2,Nyanungu,Kegonga,Kwibate,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,26,1,continuous,2,Nyanungu,Kegonga,Kwibate,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,55,2,continuous,2,Nyanungu,Kegonga,Kwibate,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,41,1,continuous,2,Nyanungu,Kegonga,Kwibate,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,38,1,continuous,2,Nyanungu,Kegonga,Kwibate,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,34,2,continuous,2,Nyanungu,Kegonga,Kwibate,yes_vacc,1,1,yes_card,2,1,NA,no,1
male,20,2,continuous,2,Nyanungu,Kegonga,Kwibate,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,50,4,continuous,2,Nyanungu,Kegonga,Isorya,yes_vacc,2,2,yes_card,2,2,NA,no,2
female,72,2,continuous,2,Nyanungu,Kegonga,Isorya,yes_vacc,2,2,yes_card,2,2,NA,no,2
female,28,3,continuous,2,Nyanungu,Kegonga,Isorya,yes_vacc,1,2,yes_card,3,1,NA,no,1
female,36,2,continuous,2,Nyanungu,Kegonga,Isorya,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,39,1,continuous,2,Nyanungu,Kegonga,Isorya,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,49,2,continuous,2,Nyanungu,Kegonga,Isorya,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,69,2,continuous,2,Nyanungu,Kegonga,Isorya,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,45,2,continuous,2,Nyanungu,Kegonga,Isorya,yes_vacc,1,1,yes_card,1,1,NA,no,1
male,35,1,continuous,2,Nyanungu,Kegonga,Isorya,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,27,1,continuous,2,Nyanungu,Kegonga,Isorya,no_vacc,NA,1,,1,0,NA,,NA
female,35,2,continuous,2,Nyanungu,Kegonga,Borasa,yes_vacc,1,1,yes_card,1,1,NA,no,1
female,25,7,continuous,2,Nyanungu,Kegonga,Borasa,yes_vacc,1,6,yes_card,1,1,NA,no,1
male,35,1,continuous,2,Nyanungu,Kegonga,Borasa,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,19,1,continuous,2,Nyanungu,Kegonga,Borasa,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,38,1,continuous,2,Nyanungu,Kegonga,Borasa,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,52,3,continuous,2,Nyanungu,Kegonga,Borasa,yes_vacc,1,2,yes_card,3,1,NA,no,1
male,21,1,continuous,2,Nyanungu,Kegonga,Borasa,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,18,1,continuous,2,Nyanungu,Kegonga,Borasa,yes_vacc,1,0,yes_card,1,0,NA,no,1
female,18,1,continuous,2,Nyanungu,Kegonga,Borasa,yes_vacc,1,0,yes_card,1,0,NA,no,1
female,35,1,continuous,2,Nyanungu,Kegonga,Borasa,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,18,1,continuous,2,Nyanungu,Mangucha,Kebose,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,75,1,continuous,2,Nyanungu,Mangucha,Kebose,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,38,1,continuous,2,Nyanungu,Mangucha,Kebose,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,35,1,continuous,2,Nyanungu,Mangucha,Kebose,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,43,3,continuous,2,Nyanungu,Mangucha,Kebose,yes_vacc,1,2,yes_card,1,1,NA,no,1
male,NA,1,continuous,2,Nyanungu,Mangucha,Kebose,no_vacc,NA,1,,1,0,NA,,NA
female,38,1,continuous,2,Nyanungu,Mangucha,Kebose,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,28,4,continuous,2,Nyanungu,Mangucha,Kebose,yes_vacc,3,1,yes_card,3,3,NA,no,3
female,44,1,continuous,2,Nyanungu,Mangucha,Kebose,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,30,2,continuous,2,Nyanungu,Mangucha,Kebose,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,38,1,continuous,2,Nyanungu,Mangucha,Ikorongo,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,35,2,continuous,2,Nyanungu,Mangucha,Ikorongo,yes_vacc,2,0,yes_card,0,0,NA,no,2
female,79,1,continuous,2,Nyanungu,Mangucha,Ikorongo,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,58,1,continuous,2,Nyanungu,Mangucha,Ikorongo,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,18,1,continuous,2,Nyanungu,Mangucha,Ikorongo,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,70,2,continuous,2,Nyanungu,Mangucha,Ikorongo,yes_vacc,1,1,yes_card,0,1,NA,no,1
female,45,1,continuous,2,Nyanungu,Mangucha,Ikorongo,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,30,1,continuous,2,Nyanungu,Mangucha,Ikorongo,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,62,4,continuous,2,Nyanungu,Mangucha,Ikorongo,yes_vacc,4,0,yes_card,4,4,NA,no,4
female,42,2,continuous,2,Nyanungu,Mangucha,Ikorongo,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,45,1,continuous,2,Nyanungu,Mangucha,Manguncha Senta,no_vacc,NA,1,,1,0,NA,,NA
male,40,3,continuous,2,Nyanungu,Mangucha,Manguncha Senta,no_vacc,NA,3,,3,0,NA,,NA
male,35,2,continuous,2,Nyanungu,Mangucha,Manguncha Senta,yes_vacc,1,1,yes_card,1,1,NA,no,1
male,32,3,continuous,2,Nyanungu,Mangucha,Manguncha Senta,yes_vacc,3,0,yes_card,2,3,NA,no,3
male,32,1,continuous,2,Nyanungu,Mangucha,Manguncha Senta,yes_vacc,1,0,yes_card,1,0,NA,no,1
female,29,3,continuous,2,Nyanungu,Mangucha,Manguncha Senta,unknown,NA,0,,1,0,NA,,NA
male,35,2,continuous,2,Nyanungu,Mangucha,Manguncha Senta,yes_vacc,1,1,yes_card,1,1,NA,no,1
female,19,1,continuous,2,Nyanungu,Mangucha,Manguncha Senta,unknown,NA,0,,1,0,NA,,NA
female,42,3,continuous,2,Nyanungu,Mangucha,Manguncha Senta,yes_vacc,1,2,yes_card,1,1,NA,no,1
male,48,2,continuous,2,Nyanungu,Mangucha,Manguncha Senta,yes_vacc,1,1,yes_card,2,1,NA,no,1
male,78,2,continuous,2,Sirorisimba,Nyambili,Komachare,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,58,1,continuous,2,Sirorisimba,Nyambili,Komachare,no_vacc,NA,1,,1,0,NA,,NA
female,40,7,continuous,2,Sirorisimba,Nyambili,Komachare,yes_vacc,3,4,yes_card,7,3,NA,no,3
male,44,4,continuous,2,Sirorisimba,Nyambili,Komachare,yes_vacc,1,3,yes_card,4,1,NA,no,1
female,52,3,continuous,2,Sirorisimba,Nyambili,Komachare,yes_vacc,2,1,yes_card,3,2,NA,no,2
female,40,4,continuous,2,Sirorisimba,Nyambili,Komachare,yes_vacc,4,0,yes_card,4,4,NA,no,4
female,46,1,continuous,2,Sirorisimba,Nyambili,Komachare,no_vacc,NA,1,,1,0,NA,,NA
male,30,1,continuous,2,Sirorisimba,Nyambili,Komachare,no_vacc,NA,1,,1,0,NA,,NA
female,43,5,continuous,2,Sirorisimba,Nyambili,Komachare,yes_vacc,3,2,yes_card,5,3,NA,no,3
female,33,2,continuous,2,Sirorisimba,Nyambili,Komachare,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,52,1,continuous,2,Sirorisimba,Rwasereta,Rwasereta,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,42,1,continuous,2,Sirorisimba,Rwasereta,Rwasereta,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,48,3,continuous,2,Sirorisimba,Rwasereta,Rwasereta,yes_vacc,2,1,yes_card,3,2,NA,no,2
female,34,3,continuous,2,Sirorisimba,Rwasereta,Rwasereta,yes_vacc,2,1,yes_card,3,2,NA,no,1
female,42,2,continuous,2,Sirorisimba,Rwasereta,Rwasereta,no_vacc,NA,2,,2,0,NA,,NA
female,36,3,continuous,2,Sirorisimba,Rwasereta,Rwasereta,yes_vacc,1,2,yes_card,3,1,NA,no,1
female,42,4,continuous,2,Sirorisimba,Rwasereta,Rwasereta,yes_vacc,3,1,yes_card,4,3,NA,no,3
female,45,4,continuous,2,Sirorisimba,Rwasereta,Rwasereta,yes_vacc,3,1,yes_card,4,3,NA,no,3
female,61,2,continuous,2,Sirorisimba,Rwasereta,Rwasereta,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,38,3,continuous,2,Sirorisimba,Rwasereta,Rwasereta,yes_vacc,1,2,yes_card,3,1,NA,no,1
female,41,3,continuous,2,Sirorisimba,Rwasereta,Komaraha,yes_vacc,1,2,yes_card,3,1,NA,no,1
female,28,4,continuous,2,Sirorisimba,Rwasereta,Komaraha,yes_vacc,2,2,yes_card,4,2,NA,no,2
female,59,2,continuous,2,Sirorisimba,Rwasereta,Komaraha,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,20,2,continuous,2,Sirorisimba,Rwasereta,Komaraha,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,49,2,continuous,2,Sirorisimba,Rwasereta,Komaraha,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,62,1,continuous,2,Sirorisimba,Rwasereta,Komaraha,no_vacc,NA,1,,1,0,NA,,NA
female,54,1,continuous,2,Sirorisimba,Rwasereta,Komaraha,no_vacc,NA,1,,1,0,NA,,NA
male,30,4,continuous,2,Sirorisimba,Rwasereta,Komaraha,no_vacc,NA,4,,4,0,NA,,NA
male,48,2,continuous,2,Sirorisimba,Rwasereta,Komaraha,yes_vacc,1,1,yes_card,2,1,NA,no,1
male,49,2,continuous,2,Sirorisimba,Rwasereta,Komaraha,yes_vacc,1,1,yes_card,2,1,NA,no,1
male,18,2,continuous,3,Itiryo,Nyankoni,Tisya,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,35,1,continuous,3,Itiryo,Nyankoni,Tisya,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,25,1,continuous,3,Itiryo,Nyankoni,Tisya,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,24,1,continuous,3,Itiryo,Nyankoni,Tisya,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,30,3,continuous,3,Itiryo,Nyankoni,Tisya,yes_vacc,3,0,yes_card,3,3,NA,no,3
male,35,4,continuous,3,Itiryo,Nyankoni,Tisya,yes_vacc,1,3,yes_card,4,1,NA,no,1
male,39,1,continuous,3,Itiryo,Nyankoni,Tisya,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,18,5,continuous,3,Itiryo,Nyankoni,Tisya,yes_vacc,1,4,yes_card,1,1,NA,no,1
female,39,1,continuous,3,Itiryo,Nyankoni,Tisya,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,55,1,continuous,3,Itiryo,Nyankoni,Tisya,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,18,3,continuous,3,Itiryo,Nyankoni,Nyankoni,no_vacc,NA,3,,3,0,NA,,NA
female,45,2,continuous,3,Itiryo,Nyankoni,Nyankoni,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,55,2,continuous,3,Itiryo,Nyankoni,Nyankoni,no_vacc,NA,2,,2,0,NA,,NA
female,30,1,continuous,3,Itiryo,Nyankoni,Nyankoni,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,60,1,continuous,3,Itiryo,Nyankoni,Nyankoni,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,39,1,continuous,3,Itiryo,Nyankoni,Nyankoni,no_vacc,NA,1,,1,0,NA,,NA
female,72,1,continuous,3,Itiryo,Nyankoni,Nyankoni,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,22,1,continuous,3,Itiryo,Nyankoni,Nyankoni,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,62,5,continuous,3,Itiryo,Nyankoni,Nyankoni,yes_vacc,2,3,yes_card,2,2,NA,no,2
male,45,2,continuous,3,Itiryo,Nyankoni,Nyankoni,yes_vacc,1,1,yes_card,2,1,NA,no,2
female,39,3,continuous,3,Itiryo,Nyankoni,Gitimama,yes_vacc,1,2,yes_card,1,1,NA,no,1
female,25,2,continuous,3,Itiryo,Nyankoni,Gitimama,yes_vacc,1,1,yes_card,1,1,NA,no,1
male,70,1,continuous,3,Itiryo,Nyankoni,Gitimama,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,54,2,continuous,3,Itiryo,Nyankoni,Gitimama,yes_vacc,1,1,yes_card,1,1,NA,no,1
male,28,1,continuous,3,Itiryo,Nyankoni,Gitimama,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,45,2,continuous,3,Itiryo,Nyankoni,Gitimama,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,65,1,continuous,3,Itiryo,Nyankoni,Gitimama,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,40,3,continuous,3,Itiryo,Nyankoni,Gitimama,yes_vacc,1,2,yes_card,1,1,NA,no,1
male,21,2,continuous,3,Itiryo,Nyankoni,Gitimama,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,44,3,continuous,3,Itiryo,Nyankoni,Gitimama,yes_vacc,3,0,yes_card,3,3,NA,no,3
male,82,1,continuous,2,Sirorisimba,Rwasereta,Kitaramanka,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,47,6,continuous,2,Sirorisimba,Rwasereta,Kitaramanka,yes_vacc,6,0,yes_card,6,6,NA,no,6
male,50,1,continuous,2,Sirorisimba,Rwasereta,Kitaramanka,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,60,3,continuous,2,Sirorisimba,Rwasereta,Kitaramanka,yes_vacc,3,0,yes_card,3,3,NA,no,3
female,61,3,continuous,2,Sirorisimba,Rwasereta,Kitaramanka,yes_vacc,2,1,yes_card,3,2,NA,no,2
male,47,1,continuous,2,Sirorisimba,Rwasereta,Kitaramanka,no_vacc,NA,1,,1,8,NA,,NA
female,20,3,continuous,2,Sirorisimba,Rwasereta,Kitaramanka,yes_vacc,2,1,yes_card,3,2,NA,no,2
female,50,2,continuous,2,Sirorisimba,Rwasereta,Kitaramanka,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,44,1,continuous,2,Sirorisimba,Rwasereta,Kitaramanka,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,21,3,continuous,2,Sirorisimba,Rwasereta,Kitaramanka,yes_vacc,2,1,yes_card,3,2,NA,no,2
male,37,1,continuous,2,Sirorisimba,Kitaramanka,Mwiringo,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,36,9,continuous,2,Sirorisimba,Kitaramanka,Mwiringo,yes_vacc,3,6,yes_card,9,3,NA,no,3
female,60,7,continuous,2,Sirorisimba,Kitaramanka,Mwiringo,yes_vacc,2,5,yes_card,7,2,NA,no,2
male,28,2,continuous,2,Sirorisimba,Kitaramanka,Mwiringo,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,35,2,continuous,2,Sirorisimba,Kitaramanka,Mwiringo,yes_vacc,1,1,yes_card,2,1,NA,no,1
female,45,2,continuous,2,Sirorisimba,Kitaramanka,Mwiringo,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,57,1,continuous,2,Sirorisimba,Kitaramanka,Mwiringo,yes_vacc,1,0,no_card,1,1,NA,no,1
female,39,1,continuous,2,Sirorisimba,Kitaramanka,Mwiringo,yes_vacc,1,0,unknown,1,1,NA,no,1
female,46,2,continuous,2,Sirorisimba,Kitaramanka,Mwiringo,yes_vacc,2,0,yes_card,2,0,NA,no,2
male,72,3,continuous,2,Sirorisimba,Kitaramanka,Mwiringo,yes_vacc,2,1,yes_card,3,2,NA,no,2
female,25,4,continuous,2,Sirorisimba,Kitaramanka,Kyamaiha,yes_vacc,3,1,yes_card,4,3,NA,no,3
male,70,2,continuous,2,Sirorisimba,Kitaramanka,Kyamaiha,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,51,6,continuous,2,Sirorisimba,Kitaramanka,Kyamaiha,yes_vacc,4,2,yes_card,4,4,NA,no,4
male,29,1,continuous,2,Sirorisimba,Kitaramanka,Kyamaiha,no_vacc,NA,1,,1,0,NA,,NA
female,40,3,continuous,2,Sirorisimba,Kitaramanka,Kyamaiha,yes_vacc,3,0,yes_card,3,3,NA,no,3
female,62,1,continuous,2,Sirorisimba,Kitaramanka,Kyamaiha,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,46,3,continuous,2,Sirorisimba,Kitaramanka,Kyamaiha,yes_vacc,2,1,yes_card,3,2,NA,no,2
male,45,3,continuous,2,Sirorisimba,Kitaramanka,Kyamaiha,yes_vacc,1,2,yes_card,3,1,NA,no,1
female,32,3,continuous,2,Sirorisimba,Kitaramanka,Kyamaiha,yes_vacc,1,2,yes_card,3,1,NA,no,1
female,60,1,continuous,2,Sirorisimba,Kitaramanka,Kyamaiha,no_vacc,NA,1,,1,0,NA,,NA
female,35,4,continuous,2,Sirorisimba,Kitaramanka,Nyamimange,yes_vacc,4,0,yes_card,4,4,NA,no,4
male,39,6,continuous,2,Sirorisimba,Kitaramanka,Nyamimange,yes_vacc,3,3,yes_card,6,3,NA,no,3
female,39,4,continuous,2,Sirorisimba,Kitaramanka,Nyamimange,yes_vacc,2,2,yes_card,4,2,NA,no,2
male,69,1,continuous,2,Sirorisimba,Kitaramanka,Nyamimange,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,39,14,continuous,2,Sirorisimba,Kitaramanka,Nyamimange,yes_vacc,2,12,yes_card,14,2,NA,no,2
female,22,1,continuous,2,Sirorisimba,Kitaramanka,Nyamimange,no_vacc,NA,1,,1,0,NA,,NA
female,45,1,continuous,2,Sirorisimba,Kitaramanka,Nyamimange,no_vacc,NA,1,,1,0,NA,,NA
male,36,1,continuous,2,Sirorisimba,Kitaramanka,Nyamimange,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,70,1,continuous,2,Sirorisimba,Kitaramanka,Nyamimange,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,53,2,continuous,2,Sirorisimba,Kitaramanka,Nyamimange,yes_vacc,1,1,yes_card,2,1,NA,no,1
male,48,1,continuous,3,Nyamimange,Kyankoma,Kabwasi,no_vacc,NA,1,,1,0,NA,,NA
