sex_respondent,age_respondent,dog_total,campaign_type,Strategy,ward_rorya,village_rorya,subvillage_rorya,dog_vacc_status,dogs_yes_vacc,dogs_no_vacc,vacc_card_status,number_dogs_seen,microchip_scanned_dogs_yes,microchip_scanned_dogs_no,vacc_dog_no_chip_status,dogs_vacc_cert
female,30,3,pulse,0,Nyamwaga,Kimusi,Senta,yes_vacc,3,0,no_card,0,0,NA,no,0
female,45,1,pulse,0,Nyamwaga,Kimusi,Senta,no_vacc,NA,1,,1,0,NA,,NA
male,44,2,pulse,0,Nyamwaga,Kimusi,Senta,yes_vacc,1,1,yes_card,2,1,NA,no,1
male,19,1,pulse,0,Nyamwaga,Kimusi,Senta,no_vacc,NA,1,,1,0,NA,,NA
female,21,2,pulse,0,Nyamwaga,Komarera,Moharango,no_vacc,NA,2,,2,0,NA,,NA
female,42,2,pulse,0,Nyamwaga,Komarera,Moharango,no_vacc,NA,2,,1,0,NA,,NA
female,41,2,pulse,0,Nyamwaga,Komarera,Moharango,yes_vacc,2,0,no_card,0,0,NA,no,0
female,42,1,pulse,0,Nyamwaga,Komarera,Moharango,no_vacc,NA,1,,1,0,NA,,NA
female,35,6,pulse,0,Nyamwaga,Komarera,Moharango,no_vacc,NA,6,,6,0,NA,,NA
male,26,1,pulse,0,Nyamwaga,Komarera,Moharango,no_vacc,NA,1,,1,0,NA,,NA
male,45,1,pulse,0,Nyamwaga,Komarera,Moharango,no_vacc,NA,1,,0,0,NA,,NA
female,32,1,pulse,0,Nyamwaga,Komarera,Moharango,no_vacc,NA,1,,0,0,NA,,NA
female,54,1,pulse,0,Nyamwaga,Komarera,Moharango,no_vacc,NA,1,,1,0,NA,,NA
female,31,1,pulse,0,Nyamwaga,Komarera,Moharango,no_vacc,NA,1,,1,0,NA,,NA
male,19,1,pulse,0,Nyamwaga,Komarera,Ntarechagini,yes_vacc,1,0,no_card,1,1,NA,no,0
female,57,2,pulse,0,Nyamwaga,Komarera,Ntarechagini,no_vacc,NA,2,,2,0,NA,,NA
male,20,2,pulse,0,Nyamwaga,Komarera,Ntarechagini,yes_vacc,1,1,yes_card,2,1,NA,no,1
female,38,1,pulse,0,Nyamwaga,Komarera,Ntarechagini,no_vacc,NA,1,,1,0,NA,,NA
male,40,2,pulse,0,Nyamwaga,Komarera,Ntarechagini,yes_vacc,1,1,yes_card,0,0,NA,no,1
male,30,1,pulse,0,Nyamwaga,Komarera,Ntarechagini,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,47,1,pulse,0,Nyamwaga,Komarera,Ntarechagini,yes_vacc,1,0,yes_card,0,0,NA,no,1
male,62,1,pulse,0,Nyamwaga,Komarera,Ntarechagini,yes_vacc,1,0,yes_card,0,0,NA,no,1
female,45,2,pulse,0,Nyamwaga,Komarera,Ntarechagini,no_vacc,NA,2,,2,0,NA,,NA
female,49,2,pulse,0,Nyamwaga,Komarera,Ntarechagini,yes_vacc,1,1,yes_card,2,1,NA,no,1
female,34,1,pulse,0,Nyamwaga,Komarera,Komera Senta,yes_vacc,1,0,yes_card,0,0,NA,no,1
male,26,1,pulse,0,Nyamwaga,Komarera,Komera Senta,no_vacc,NA,1,,1,0,NA,,NA
female,26,1,pulse,0,Nyamwaga,Komarera,Komera Senta,no_vacc,NA,1,,1,0,NA,,NA
female,23,2,pulse,0,Nyamwaga,Komarera,Komera Senta,unknown,NA,2,,2,0,NA,,NA
female,60,2,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,2,,2,0,NA,,NA
female,60,2,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,2,,2,0,NA,,NA
female,60,2,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,2,,2,0,NA,,NA
female,60,2,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,2,,2,0,NA,,NA
male,45,4,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,4,,4,0,NA,,NA
male,45,4,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,4,,4,0,NA,,NA
male,45,4,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,4,,4,0,NA,,NA
male,45,4,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,4,,4,0,NA,,NA
male,72,1,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,1,,1,0,NA,,NA
male,72,1,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,1,,1,0,NA,,NA
male,72,1,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,1,,1,0,NA,,NA
male,72,1,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,1,,1,0,NA,,NA
female,31,2,pulse,0,Masaba,Kwigutu,Nyamaharaga,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,31,2,pulse,0,Masaba,Kwigutu,Nyamaharaga,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,31,2,pulse,0,Masaba,Kwigutu,Nyamaharaga,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,31,2,pulse,0,Masaba,Kwigutu,Nyamaharaga,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,68,3,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,3,,3,0,NA,,NA
female,68,3,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,3,,3,0,NA,,NA
female,68,3,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,3,,3,0,NA,,NA
female,68,3,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,3,,3,0,NA,,NA
female,30,1,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,1,,1,0,NA,,NA
female,30,1,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,1,,1,0,NA,,NA
female,30,1,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,1,,1,0,NA,,NA
female,30,1,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,1,,1,0,NA,,NA
male,27,3,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,3,,3,0,NA,,NA
male,27,3,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,3,,3,0,NA,,NA
male,27,3,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,3,,3,0,NA,,NA
male,27,3,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,3,,3,0,NA,,NA
female,31,1,pulse,0,Masaba,Kwigutu,Nyamaharaga,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,31,1,pulse,0,Masaba,Kwigutu,Nyamaharaga,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,31,1,pulse,0,Masaba,Kwigutu,Nyamaharaga,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,31,1,pulse,0,Masaba,Kwigutu,Nyamaharaga,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,31,1,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,1,,1,0,NA,,NA
female,31,1,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,1,,1,0,NA,,NA
female,31,1,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,1,,1,0,NA,,NA
female,31,1,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,1,,1,0,NA,,NA
male,28,3,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,3,,3,0,NA,,NA
male,28,3,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,3,,3,0,NA,,NA
male,28,3,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,3,,3,0,NA,,NA
male,28,3,pulse,0,Masaba,Kwigutu,Nyamaharaga,no_vacc,NA,3,,3,0,NA,,NA
male,30,3,pulse,0,Masaba,Kwigutu,Butambahu,no_vacc,NA,3,,3,0,NA,,NA
male,30,3,pulse,0,Masaba,Kwigutu,Butambahu,no_vacc,NA,3,,3,0,NA,,NA
male,30,3,pulse,0,Masaba,Kwigutu,Butambahu,no_vacc,NA,3,,3,0,NA,,NA
male,30,3,pulse,0,Masaba,Kwigutu,Butambahu,no_vacc,NA,3,,3,0,NA,,NA
male,63,2,pulse,0,Masaba,Kwigutu,Butambahu,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,63,2,pulse,0,Masaba,Kwigutu,Butambahu,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,63,2,pulse,0,Masaba,Kwigutu,Butambahu,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,63,2,pulse,0,Masaba,Kwigutu,Butambahu,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,36,2,pulse,0,Masaba,Kwigutu,Butambahu,no_vacc,NA,2,,2,0,NA,,NA
female,36,2,pulse,0,Masaba,Kwigutu,Butambahu,no_vacc,NA,2,,2,0,NA,,NA
female,31,3,pulse,0,Masaba,Kwigutu,Butambahu,no_vacc,NA,3,,3,0,NA,,NA
female,31,3,pulse,0,Masaba,Kwigutu,Butambahu,no_vacc,NA,3,,3,0,NA,,NA
female,25,3,pulse,0,Masaba,Kwigutu,Butambahu,no_vacc,NA,3,,3,0,NA,,NA
female,25,3,pulse,0,Masaba,Kwigutu,Butambahu,no_vacc,NA,3,,3,0,NA,,NA
male,28,3,pulse,0,Masaba,Kwigutu,Butambahu,no_vacc,NA,3,,3,0,NA,,NA
male,28,3,pulse,0,Masaba,Kwigutu,Butambahu,no_vacc,NA,3,,3,0,NA,,NA
female,25,3,pulse,0,Masaba,Kwigutu,Butambahu,yes_vacc,1,2,yes_card,3,1,NA,no,1
female,25,3,pulse,0,Masaba,Kwigutu,Butambahu,yes_vacc,1,2,yes_card,3,1,NA,no,1
female,47,2,pulse,0,Masaba,Kwigutu,Butambahu,no_vacc,NA,2,,2,0,NA,,NA
female,47,2,pulse,0,Masaba,Kwigutu,Butambahu,no_vacc,NA,2,,2,0,NA,,NA
male,29,1,pulse,0,Masaba,Kwigutu,Butambahu,no_vacc,NA,1,,1,0,NA,,NA
male,29,1,pulse,0,Masaba,Kwigutu,Butambahu,no_vacc,NA,1,,1,0,NA,,NA
male,29,1,pulse,0,Masaba,Kwigutu,Butambahu,no_vacc,NA,1,,1,0,NA,,NA
male,29,1,pulse,0,Masaba,Kwigutu,Butambahu,no_vacc,NA,1,,1,0,NA,,NA
female,28,3,pulse,0,Masaba,Kwigutu,Butambahu,no_vacc,NA,3,,3,0,NA,,NA
female,28,3,pulse,0,Masaba,Kwigutu,Butambahu,no_vacc,NA,3,,3,0,NA,,NA
female,50,1,pulse,0,Masaba,Kwigutu,Kukigumu,no_vacc,NA,1,,1,0,NA,,NA
male,63,1,pulse,0,Masaba,Kwigutu,Kukigumu,yes_vacc,1,0,yes_card,1,1,NA,no,0
male,37,2,pulse,0,Masaba,Kwigutu,Kukigumu,no_vacc,NA,2,,2,0,NA,,NA
female,32,5,pulse,0,Masaba,Kwigutu,Kukigumu,no_vacc,NA,5,,5,0,NA,,NA
female,41,3,pulse,0,Masaba,Kwigutu,Kukigumu,no_vacc,NA,3,,3,0,NA,,NA
male,50,2,pulse,0,Masaba,Kwigutu,Kukigumu,yes_vacc,1,1,yes_card,2,1,NA,no,1
male,45,1,pulse,0,Masaba,Kwigutu,Kukigumu,no_vacc,NA,1,,1,0,NA,,NA
female,25,1,pulse,0,Masaba,Kwigutu,Kukigumu,no_vacc,NA,1,,1,0,NA,,NA
male,21,1,pulse,0,Masaba,Kwigutu,Kukigumu,no_vacc,NA,1,,1,0,NA,,NA
female,21,2,pulse,0,Masaba,Kwigutu,Kukigumu,no_vacc,NA,2,,2,0,NA,,NA
male,25,5,pulse,0,Nyamwaga,Keisangora,Keruta,yes_vacc,1,4,yes_card,5,1,NA,no,1
female,42,2,pulse,0,Nyamwaga,Keisangora,Keruta,no_vacc,NA,2,,2,0,NA,,NA
male,30,2,pulse,0,Nyamwaga,Keisangora,Keruta,no_vacc,NA,2,,2,0,NA,,NA
male,28,1,pulse,0,Nyamwaga,Keisangora,Keruta,no_vacc,NA,1,,1,0,NA,,NA
male,29,2,pulse,0,Nyamwaga,Keisangora,Keruta,no_vacc,NA,2,,2,0,NA,,NA
female,29,2,pulse,0,Nyamwaga,Keisangora,Keruta,no_vacc,NA,2,,2,0,NA,,NA
female,32,1,pulse,0,Nyamwaga,Keisangora,Keruta,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,46,1,pulse,0,Nyamwaga,Keisangora,Keruta,no_vacc,NA,1,,1,0,NA,,NA
female,31,7,pulse,0,Nyamwaga,Keisangora,Keruta,no_vacc,NA,7,,7,0,NA,,NA
female,29,1,pulse,0,Nyamwaga,Gwitare,Gwitare Senta,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,32,1,pulse,0,Nyamwaga,Gwitare,Gwitare Senta,no_vacc,NA,1,,1,0,NA,,NA
male,42,3,pulse,0,Nyamwaga,Gwitare,Gwitare Senta,yes_vacc,2,1,yes_card,3,2,NA,no,2
male,40,1,pulse,0,Nyamwaga,Gwitare,Gwitare Senta,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,45,2,pulse,0,Nyamwaga,Keisangora,Keruta,no_vacc,NA,2,,2,0,NA,,NA
female,24,1,pulse,0,Nyamwaga,Gwitare,Senta,no_vacc,NA,1,,1,0,NA,,NA
female,30,2,pulse,0,Nyamwaga,Gwitare,Keisunguruta,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,29,3,pulse,0,Nyamwaga,Gwitare,Senta,yes_vacc,2,1,yes_card,3,2,NA,no,2
female,45,1,pulse,0,Nyamwaga,Keisangora,Keisunguruta,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,45,2,pulse,0,Nyamwaga,Gwitare,Senta,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,35,2,pulse,0,Nyamwaga,Gwitare,Senta,no_vacc,NA,1,,1,1,NA,,NA
male,20,4,pulse,0,Nyamwaga,Gwitare,Senta,yes_vacc,4,0,yes_card,4,4,NA,no,4
male,36,1,pulse,0,Nyamwaga,Keisangora,Keisunguruta,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,32,2,pulse,0,Nyamwaga,Keisangora,Keisunguruta,no_vacc,NA,2,,2,0,NA,,NA
male,40,2,pulse,0,Nyamwaga,Gwitare,Senta,yes_vacc,1,1,yes_card,2,1,NA,no,1
male,29,1,pulse,0,Nyamwaga,Keisangora,Keisunguruta,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,31,3,pulse,0,Nyamwaga,Keisangora,Keisunguruta,yes_vacc,1,2,yes_card,3,1,NA,no,1
male,69,1,pulse,0,Nyamwaga,Gwitare,Ronkore,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,29,1,pulse,0,Nyamwaga,Keisangora,Keisunguruta,no_vacc,NA,1,,1,0,NA,,NA
female,48,3,pulse,0,Nyamwaga,Gwitare,Ronkore,yes_vacc,3,0,yes_card,3,3,NA,no,3
male,25,2,pulse,0,Nyamwaga,Gwitare,Ronkore,no_vacc,NA,2,,2,0,NA,,NA
female,49,1,pulse,0,Nyamwaga,Gwitare,Ronkore,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,45,1,pulse,0,Nyamwaga,Keisangora,Keisunguruta,no_vacc,NA,1,,1,0,NA,,NA
female,34,1,pulse,0,Nyamwaga,Keisangora,Keisunguruta,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,36,1,pulse,0,Nyamwaga,Gwitare,Ronkore,no_vacc,NA,1,,1,0,NA,,NA
male,20,3,pulse,0,Nyamwaga,Gwitare,Ronkore,no_vacc,NA,3,,3,0,NA,,NA
female,45,4,pulse,0,Nyamwaga,Keisangora,Gonyi,yes_vacc,2,2,yes_card,4,2,NA,no,2
female,29,2,pulse,0,Nyamwaga,Gwitare,Ronkore,yes_vacc,1,1,yes_card,2,1,NA,no,1
male,65,1,pulse,0,Nyamwaga,Keisangora,Gonyi,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,54,1,pulse,0,Nyamwaga,Gwitare,Ronkore,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,19,1,pulse,0,Nyamwaga,Gwitare,Ronkore,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,32,3,pulse,0,Nyamwaga,Keisangora,Gonyi,yes_vacc,3,0,yes_card,3,3,NA,no,3
male,50,2,pulse,0,Nyamwaga,Gwitare,Ronkore,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,35,2,pulse,0,Nyamwaga,Keisangora,Gonyi,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,32,1,pulse,0,Nyamwaga,Keisangora,Gonyi,no_vacc,NA,1,,1,0,NA,,NA
female,19,2,pulse,0,Nyamwaga,Gwitare,Nyamiobo,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,29,1,pulse,0,Nyamwaga,Keisangora,Gonyi,no_vacc,NA,1,,1,0,NA,,NA
female,32,1,pulse,0,Nyamwaga,Keisangora,Gonyi,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,18,1,pulse,0,Nyamwaga,Gwitare,Nyamiobo,no_vacc,NA,1,,1,0,NA,,NA
male,39,1,pulse,0,Nyamwaga,Gwitare,Nyamiobo,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,39,2,pulse,0,Nyamwaga,Keisangora,Gonyi,yes_vacc,1,1,yes_card,2,1,NA,no,1
male,47,2,pulse,0,Nyamwaga,Gwitare,Nyamiobo,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,45,1,pulse,0,Nyamwaga,Keisangora,Gonyi,no_vacc,NA,1,,1,0,NA,,NA
female,36,1,pulse,0,Nyamwaga,Gwitare,Nyamiobo,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,36,2,pulse,0,Nyamwaga,Keisangora,Gonyi,yes_vacc,2,0,yes_card,1,1,NA,no,2
male,53,4,pulse,0,Nyamwaga,Gwitare,Nyamiobo,yes_vacc,2,2,yes_card,4,2,NA,no,2
female,21,1,pulse,0,Nyamwaga,Gwitare,Nyamiobo,no_vacc,NA,1,,1,0,NA,,NA
female,32,1,pulse,0,Nyamwaga,Gwitare,Nyamiobo,no_vacc,NA,1,,1,0,NA,,NA
female,32,1,pulse,0,Nyamwaga,Gwitare,Nyamiobo,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,43,1,pulse,0,Nyamwaga,Gwitare,Nyamiobo,no_vacc,NA,1,,1,0,NA,,NA
male,23,2,pulse,0,Nyamwaga,Komera,Komera Senta,yes_vacc,1,1,no_card,0,0,NA,no,0
male,26,2,pulse,0,Nyamwaga,Komera,Komera Senta,no_vacc,NA,2,,2,0,NA,,NA
male,30,1,pulse,0,Nyamwaga,Komera,Komera Senta,no_vacc,NA,1,,0,0,NA,,NA
male,26,1,pulse,0,Nyamwaga,Komera,Komera Senta,no_vacc,NA,1,,1,0,NA,,NA
female,31,2,pulse,0,Nyamwaga,Komera,Komera Senta,no_vacc,NA,2,,1,0,NA,,NA
female,23,1,pulse,0,Nyamwaga,Komera,Komera Senta,no_vacc,NA,1,,1,0,NA,,NA
,,,,,,,,,,,,555,327,,,
